
fbc7c112-d43c-4707-be3f-925a05af38cd,1560966478885,1560968362885,1560967038885,1560967814885,2,3,8,5,5,0,1,2,6,2.5
1c496209-1bdb-4b65-8c4c-dbb722e5cc6c,1561916878917,1561918415917,1561917300917,1561918304917,3,1,8,4,5,0,1,2,2,2.7
9e68027a-c6d1-4728-a328-bca0c8b2bd1a,1563040078917,1563042257917,1563040511917,1563042228917,4,1,7,3,3,0,4,0,3,1.8
b63b9598-4d4b-4af2-b0ff-79384b9d5890,1562608078917,1562613600917,1562608334917,1562613268917,1,3,8,6,7,0,1,0,5,4.2
5810f8cf-a8a0-4f6d-ac2a-8dd85c8a73e7,1562521678917,1562528361917,1562521685917,1562527848917,5,1,4,2,4,0,0,0,5,3
733712ce-d8e8-445f-9eb8-6f366d75fad4,1563212878917,1563221401917,1563213211917,1563220997917,1,2,8,6,8,0,0,0,3,3.8
47aefe4a-3b5d-4271-a9ed-896b9a2be707,1561571278917,1561575103917,1561571387917,1561574528917,1,1,3,1,3,0,0,0,10,3.8
c13210ce-7d55-4a52-ae0d-a8bb993ba1a2,1561312078917,1561317550917,1561312224917,1561317144917,1,1,3,1,3,0,0,0,10,3.8
fbcbc189-21c4-48f3-95ca-862541c54df8,1563212878918,1563222976918,1563213290918,1563222409918,4,1,4,2,3,0,1,0,5,2.8
fe144c2d-2a0c-42a0-a826-ccf0ef46463d,1561225678918,1561231700918,1561226055918,1561231149918,3,4,7,5,6,0,1,0,8,4
58c08882-5769-4b84-a4b1-33517e305d35,1562867278918,1562870088918,1562867420918,1562870009918,3,1,3,1,3,0,0,0,10,3.1
f1f40c29-5518-4978-9234-593f6c650c2c,1562003278918,1562010657918,1562003569918,1562010109918,5,4,9,4,4,0,5,0,10,3.1
7ae02d12-63a3-4e15-8771-c7d3f5691bd7,1561830478918,1561834604918,1561830959918,1561834232918,1,2,4,2,4,0,0,0,10,4.3
f238ddcd-f20a-4d13-b632-096ad4e88ab6,1561398478918,1561403435918,1561398716918,1561402857918,5,2,6,4,5,0,1,0,5,3.4
cd2c469d-ebca-4c91-805c-f5098890d005,1562953678918,1562957568918,1562954178918,1562957458918,3,4,6,4,6,0,0,0,10,3.9
7ee89983-6b8a-4175-907e-627240fbebeb,1563040078919,1563047546919,1563040641919,1563047499919,2,1,7,3,1,0,6,0,3,2
1d95b2d7-1fac-4497-af55-a16f9ea693c2,1562694478919,1562697269919,1562694995919,1562696821919,2,1,9,5,6,0,1,2,2,2.6
5cb14b4a-581f-4862-91b0-94fbc0388111,1561139278919,1561146255919,1561139640919,1561146127919,4,6,9,7,9,0,0,0,8,3.8
a50e30a6-5533-4440-9ba8-9c02f92c59e9,1562003278919,1562007662919,1562003752919,1562007191919,3,1,5,3,3,0,2,0,3,2.4
09fb285d-391e-4b96-a02b-cbd171fe9275,1561657678919,1561666523919,1561657861919,1561666158919,2,1,3,1,3,0,0,0,10,3.1
0d5429f3-2232-41f1-832e-a0b8fb7d4b6d,1561916878919,1561921902919,1561917312919,1561921389919,3,1,3,1,3,0,0,0,10,3.1
995c531f-bf51-4b47-a7d7-76d422d89ce9,1561139278919,1561147786919,1561139409919,1561147442919,5,1,5,3,2,0,3,0,3,2.2
32c37371-c20e-4288-af9d-a79c257bbeb5,1562780878919,1562789670919,1562781261919,1562789128919,4,4,9,4,2,0,4,3,10,2.5
bace9703-0ace-42db-a999-4b39fcbbc77a,1560880078919,1560890273919,1560880484919,1560890034919,5,6,9,6,3,0,6,0,10,3.2
57cd64ed-5215-4663-80c5-a52c2e6e68ce,1562348878920,1562351568920,1562349328920,1562351221920,3,2,4,2,4,0,0,0,10,3.7
fefabeba-343c-4eb3-b210-b22027f5bbdd,1561916878920,1561919100920,1561917026920,1561918691920,5,2,7,5,7,0,0,0,4,3.6
c4f5bc63-efef-4d33-8a72-fa70c4c70dcd,1561225678920,1561232330920,1561226114920,1561232133920,1,1,7,5,7,0,0,0,2,3.7
4cc797ff-a32e-4f40-bfec-149a92ce9f11,1561484878920,1561487844920,1561485121920,1561487605920,5,5,8,6,8,0,0,0,8,4.2
a8510423-5680-4b19-add7-82d8b2cff57b,1562521678920,1562525155920,1562521946920,1562524685920,5,4,9,7,8,0,1,0,5,3.7
fe0ea672-9be2-40c1-ad1c-05a93f720bcd,1562176078920,1562185876920,1562176134920,1562185732920,4,4,6,4,6,0,0,0,10,3.8
e8cc69e8-edc2-44d6-a791-73494a7df011,1562521678920,1562525739920,1562521877920,1562525350920,3,1,5,3,5,0,0,0,3,2.9
d71fc728-5dbc-4922-af60-07752f18b1a2,1562262478920,1562273020920,1562262542920,1562272525920,5,1,4,1,2,0,0,2,10,3
04215c7e-c2af-438f-a277-8a83f92980a0,1563299278920,1563302264920,1563299732920,1563302175920,5,2,4,2,4,0,0,0,10,3.6
54f58d57-e3ff-4be7-8e2c-36ce387c3e0a,1563126478921,1563131829921,1563126640921,1563131503921,2,3,9,4,4,0,5,0,7,2.4
46691441-bbbd-4b20-bb90-7933f6a3fb55,1561052878921,1561060445921,1561053465921,1561060311921,5,4,6,4,5,0,1,0,10,4.2
f07531e8-49a2-4e1d-9ad7-be10dd582628,1561312078921,1561321092921,1561312585921,1561320705921,1,3,7,3,3,0,1,3,10,3.3
67246a26-da81-450a-9abb-5e18b6e08dbd,1561916878921,1561919972921,1561917450921,1561919563921,5,3,8,5,5,0,3,0,6,2.6
c0664a75-5033-4e72-97df-9b88d3cdc568,1563299278921,1563301121921,1563299672921,1563300786921,5,2,5,2,3,0,1,1,10,3.4
15a3d364-2492-4bc4-8f5e-53cea434bb25,1561744078921,1561754266921,1561744595921,1561753866921,1,1,5,3,4,0,1,0,3,3.7
62cbcae6-f1a6-4dce-b90a-c049da841544,1562953678921,1562964087921,1562954038921,1562964079921,1,2,7,4,6,0,0,1,5,3.6
ebf4ca02-fa3e-46ba-8e5b-78d9ae008ac5,1561571278921,1561576193921,1561571848921,1561575691921,5,3,6,4,5,0,0,1,7,3.5
629a1310-4ab6-44e0-9402-4a4f2c7d9478,1560880078921,1560887150921,1560880116921,1560886657921,1,4,6,4,5,0,1,0,10,4.8
e00089b6-7c98-4b29-b87b-f958aed4e9e0,1562521678921,1562527708921,1562521900921,1562527222921,4,3,7,4,5,0,2,0,7,3.3
4449ee2e-bd3d-48f0-9e2c-bb15229db419,1561830478921,1561839742921,1561830917921,1561839464921,3,3,5,3,5,0,0,0,10,4
c2b1a08f-8718-48cc-b25d-59077afe16a1,1562521678922,1562523922922,1562521979922,1562523481922,2,4,6,4,6,0,0,0,10,3.9
b37e69e8-7fff-476a-bf54-941ec80cb03a,1560793678922,1560803413922,1560793872922,1560803280922,5,2,6,2,2,0,1,3,10,2.4
f115c6b0-eb6c-4b32-8331-882cf799b1fb,1560793678922,1560797356922,1560794266922,1560796806922,5,3,6,4,6,0,0,0,7,3.6
005493b5-e188-4969-807e-31ed5749a99d,1562867278922,1562870358922,1562867788922,1562870119922,5,2,7,5,5,0,2,0,4,2.5
f320801e-09d9-4d52-bc22-b82098ab7894,1562435278922,1562439134922,1562435611922,1562439131922,5,4,8,6,7,0,1,0,6,3.8
4899d783-f9fd-4b76-aa74-6310cdd39463,1561916878922,1561927363922,1561917010922,1561926894922,3,3,5,3,5,0,0,0,10,4
ae28bd1a-45f3-46cd-99c0-4dd3438114d6,1563126478922,1563130865922,1563126863922,1563130406922,1,1,3,1,3,0,0,0,10,3.8
19e6cc9c-7869-4d21-acdb-f9d26d9062fa,1560966478922,1560975045922,1560966829922,1560974575922,1,1,9,3,3,0,3,3,3,2.2
4486d0e7-6ed8-4c19-86f3-213a2c1e014f,1561657678922,1561666272922,1561657834922,1561665776922,3,1,5,3,3,0,2,0,3,2.3
4edaa18c-edfc-46a0-9078-f987a4f08289,1562953678922,1562963609922,1562953902922,1562963290922,5,4,8,6,7,0,1,0,6,3.8
b4026d5d-1bca-4542-a500-cfccb5595d8c,1562521678922,1562530120922,1562521762922,1562529628922,2,1,6,2,2,0,4,0,5,2
839932d3-6bdf-4f53-9c2a-3113bf6d723c,1562521678922,1562528141922,1562522204922,1562527745922,3,4,8,6,7,0,1,0,6,3.8
70d53121-b5cc-47df-a268-1fa20d610444,1561398478923,1561406458923,1561398576923,1561405970923,1,1,3,1,2,0,0,1,10,3.7
228a02e9-6afa-4859-9cc5-65662fd8b3e0,1561225678923,1561235307923,1561225870923,1561235044923,4,1,5,3,5,0,0,0,3,2.8
b8f9864c-b708-42b2-8584-7b317966ae40,1562089678923,1562092000923,1562090107923,1562091830923,3,1,3,1,3,0,0,0,10,3.3
17884a95-b667-40bc-ba2d-4ef46603335e,1563212878923,1563215371923,1563213147923,1563215358923,3,2,4,2,4,0,0,0,10,3.8
a456b860-6bca-4fb2-a195-6319fb4401e1,1562348878923,1562357681923,1562348898923,1562357501923,1,5,9,6,7,0,2,0,8,4.5
ada9493a-53f2-4188-bd00-d4b9382f1f82,1560880078923,1560888683923,1560880375923,1560888521923,5,4,8,4,5,0,2,1,10,3.9
1f8b8cc8-e609-44d8-9611-5a610c53f807,1563040078923,1563044917923,1563040212923,1563044526923,5,5,8,5,7,0,0,1,10,4.1
44f2a143-d24b-41fe-9f69-8067a756b670,1561830478923,1561832958923,1561830839923,1561832955923,5,3,5,3,4,0,0,1,10,3.8
8de61ae2-56a9-46ea-94c5-8d74e54fa9e4,1562867278924,1562877790924,1562867857924,1562877694924,5,2,4,2,4,0,0,0,10,3.8
8fae6de8-e501-4305-889e-9074b9d98b00,1560793678924,1560795562924,1560794045924,1560795477924,2,2,4,2,4,0,0,0,10,3.7
6d9a182a-3e5d-4fa3-98d7-fdddaf8473f5,1561830478924,1561840231924,1561830886924,1561839921924,4,1,3,1,2,0,1,0,10,3.1
b84da51d-36d6-4daf-8044-bfce14a10bab,1562262478924,1562268320924,1562262799924,1562267996924,2,1,3,1,2,0,1,0,10,3.4
86de8ce4-1018-4404-a267-b4f03e61c80f,1562780878924,1562783490924,1562781027924,1562783481924,2,1,4,1,1,0,3,0,10,2.7
43e90ceb-6acf-460f-a3c7-2ea7f14451b4,1561139278924,1561143720924,1561139346924,1561143627924,4,2,5,2,1,0,4,0,10,2.8
15a5c8d1-4fa8-4a62-aa71-a133ac4ea9f8,1560793678924,1560795805924,1560793870924,1560795763924,4,2,4,2,4,0,0,0,10,3.5
dc4ab2af-c6ed-45ef-beb4-85fad5a8bfac,1562953678924,1562959225924,1562954199924,1562958747924,2,1,6,3,4,0,2,0,3,2.9
1f478461-5757-4e64-97c6-1c4f8b6fda31,1560880078924,1560889571924,1560880144924,1560889397924,3,6,9,6,6,0,3,0,10,3.2
a71a0f22-a2a7-4644-9236-18593505b549,1562780878925,1562786054925,1562781313925,1562786000925,2,2,8,3,2,0,5,1,6,2.1
d33301aa-bedb-4764-8ee0-a6ee0076aabe,1562348878925,1562351480925,1562348891925,1562351234925,5,2,7,4,6,0,0,1,5,3
17585688-8dcc-4e09-abfa-aea2359696bc,1560793678925,1560799696925,1560794229925,1560799438925,4,2,8,6,7,0,1,0,3,3.1
81d97853-2605-421c-8276-017ce4b16e37,1563299278925,1563301190925,1563299689925,1563300767925,4,5,8,6,8,0,0,0,8,3.9
3ace7861-6106-4430-a2c7-63be4d1917c2,1561571278925,1561581263925,1561571583925,1561581024925,4,2,8,6,8,0,0,0,3,3.1
6710eb31-a94d-4f17-9e51-79e361f6eec8,1561657678925,1561665666925,1561658085925,1561665589925,5,1,6,3,2,0,4,0,3,2.2
8a5482c6-cadc-4144-9b5e-bb6788a27af0,1562176078925,1562182430925,1562176314925,1562182307925,1,3,8,5,7,0,0,1,6,4
7eda6b76-7eeb-4c44-998a-a6fd9d37e95b,1561744078927,1561751688927,1561744189927,1561751600927,5,1,5,2,3,0,1,1,5,3
583899c8-4275-4fa5-9c02-ff934af8b4a6,1563299278927,1563301719927,1563299342927,1563301346927,3,1,8,6,7,0,1,0,1,3
23e919bf-93a0-4886-a846-4f964152e77f,1563040078927,1563042226927,1563040310927,1563042178927,3,3,5,3,5,0,0,0,10,3.9
110353d9-1637-4f48-a36b-f8c4d1bfed70,1563040078927,1563044040927,1563040211927,1563043535927,2,2,8,3,3,0,5,0,6,2.1
7aa0a1e1-9c68-4df1-8bd3-c537441dbcff,1563040078927,1563047490927,1563040600927,1563047306927,2,3,9,7,8,0,1,0,4,3.5
0c92ff99-ced5-4f08-a7e5-eed06a56f06c,1561398478927,1561401354927,1561399058927,1561400963927,2,2,4,2,2,0,2,0,10,3
035ea9ad-e442-45ff-82c6-0727c2f4ff6b,1562348878927,1562357621927,1562349368927,1562357077927,3,1,4,2,4,0,0,0,5,2.9
e855b78b-6da2-4c5a-8751-955a9b745922,1560880078927,1560883206927,1560880634927,1560882772927,3,1,3,1,1,0,2,0,10,2.7
a3387038-8684-4547-a336-0597ef0d2776,1562953678927,1562958390927,1562953989927,1562957882927,1,1,9,5,6,0,1,2,2,3.3
2b6db2d6-c301-4458-a458-e465964a3e2b,1561484878927,1561488204927,1561485192927,1561487880927,1,3,7,4,6,0,0,1,7,3.9
5ff4c292-f964-4bf3-98d4-443751f9d8e5,1561916878928,1561923959928,1561917185928,1561923862928,1,1,3,1,3,0,0,0,10,3.8
25e4977b-15e5-4a22-aee8-8ca89ee6d7af,1561571278928,1561575969928,1561571712928,1561575470928,2,4,7,5,6,0,1,0,8,4
36866299-edaf-4fdb-a467-7d50bdcf6d70,1562348878928,1562354381928,1562349239928,1562353854928,3,1,6,3,4,0,1,1,3,2.7
4271ad48-8a7b-4848-ab6b-c3dce1b8a0dd,1561744078928,1561754695928,1561744568928,1561754361928,1,2,4,2,3,0,0,1,10,4.2
11db3ec7-489e-410a-8bde-8e2608fa6f60,1562867278928,1562875031928,1562867384928,1562874695928,2,2,5,2,3,0,1,1,10,3.7
cd44a73d-a5d4-413b-9fd2-60559a6051b6,1560880078928,1560882307928,1560880140928,1560882091928,2,5,7,5,7,0,0,0,10,4.3
46220f5c-f774-4f10-8e29-8aee1f8dd7e3,1562262478928,1562273043928,1562262671928,1562272953928,5,2,4,2,3,0,1,0,10,3.7
4c22bbcb-fafd-4fc5-ab1b-ffb7fdc366f6,1561830478928,1561839820928,1561830822928,1561839523928,5,3,5,3,5,0,0,0,10,3.9
eabd1549-b83e-4c67-be89-ca758d7f93b8,1561571278928,1561581864928,1561571353928,1561581692928,3,5,8,5,7,0,0,1,10,4
7ed53ed4-5346-4430-8ee8-5e62537f9f79,1561657678929,1561663611929,1561658167929,1561663554929,4,2,8,4,5,0,2,1,5,3
bf7b962e-4c73-4b51-93ab-cf34f3f690b1,1563299278929,1563304840929,1563299739929,1563304496929,2,2,4,2,4,0,0,0,10,3.6
fc7c2532-faf4-46f4-9892-760b2da8ec6f,1562780878929,1562786715929,1562781171929,1562786218929,3,4,7,5,7,0,0,0,8,4
7eee5e19-f848-41cf-92ec-63e33a68b1fb,1561571278929,1561573272929,1561571439929,1561572877929,3,2,4,2,4,0,0,0,10,3.8
7168db05-b7ed-4559-8abf-c9f877ed7ab9,1560793678929,1560799029929,1560793762929,1560798932929,5,3,5,3,5,0,0,0,10,4.1
c14f22f8-90de-4e6f-9fbf-580800811225,1562867278929,1562877211929,1562867467929,1562877037929,4,1,5,3,4,0,1,0,3,2.9
72313e51-1102-4b1a-8378-b912f30a1820,1561139278929,1561148224929,1561139377929,1561148206929,5,5,9,5,3,0,6,0,10,3
d85e9f9f-ea70-4393-a2ab-295761c87834,1562348878929,1562356285929,1562349269929,1562355834929,4,4,8,6,8,0,0,0,6,3.5
